id;Date;Coefficient
932;2018-10-16;0.073446328
933;2018-10-15;0.069892473
934;2018-10-14;0.072625698
935;2018-10-13;0.07027027
936;2018-10-12;0.072625698
937;2018-10-11;0.075268817
938;2018-10-10;0.079365079
939;2018-10-09;0.077348066
940;2018-10-08;0.070175439
941;2018-10-07;0.074712644
942;2018-10-06;0.069364162
943;2018-10-05;0.070652174
944;2018-10-04;0.069892473
945;2018-10-03;0.079096045
946;2018-10-02;0.074468085
947;2018-10-01;0.074074074
948;2018-09-30;0.074468085
949;2018-09-29;0.077777778
950;2018-09-28;0.071823204
951;2018-09-27;0.075268817
952;2018-09-26;0.074285714
953;2018-09-25;0.074285714
954;2018-09-24;0.074468085
955;2018-09-23;0.077777778
956;2018-09-22;0.079545455
957;2018-09-21;0.077777778
958;2018-09-20;0.072625698
959;2018-09-19;0.072222222
960;2018-09-18;0.075144509
961;2018-09-17;0.073033708
962;2018-09-16;0.078651685
963;2018-09-15;0.073033708
964;2018-09-14;0.079545455
965;2018-09-13;0.069364162
966;2018-09-12;0.069767442
967;2018-09-11;0.075268817
968;2018-09-10;0.079096045
969;2018-09-09;0.070175439
970;2018-09-08;0.069892473
971;2018-09-07;0.076023392
972;2018-09-06;0.073863636
973;2018-09-05;0.072625698
974;2018-09-04;0.07027027
975;2018-09-03;0.071823204
976;2018-09-02;0.073033708
977;2018-09-01;0.069518717
978;2018-08-31;0.070652174
979;2018-08-30;0.076502732
980;2018-08-29;0.075675676
981;2018-08-28;0.075268817
982;2018-08-27;0.069767442
983;2018-08-26;0.076023392
984;2018-08-25;0.076470588
985;2018-08-24;0.072625698
986;2018-08-23;0.075144509
987;2018-08-22;0.073033708
988;2018-08-21;0.071428571
989;2018-08-20;0.074285714
990;2018-08-19;0.076923077
991;2018-08-18;0.078651685
992;2018-08-17;0.079365079
993;2018-08-16;0.076023392
994;2018-08-15;0.076502732
995;2018-08-14;0.071428571
996;2018-08-13;0.079096045
997;2018-08-12;0.075675676
998;2018-08-11;0.075675676
999;2018-08-10;0.078212291
1000;2018-08-09;0.074285714
