id;Date;PAX;Coefficient
823;2019-02-02;171;0.070175439
824;2019-02-01;175;0.057142857
825;2019-01-31;187;0.064171123
826;2019-01-30;176;0.068181818
827;2019-01-29;178;0.06741573
828;2019-01-28;172;0.069767442
829;2019-01-27;183;0.06010929
830;2019-01-26;185;0.059459459
831;2019-01-25;173;0.063583815
832;2019-01-24;175;0.057142857
833;2019-01-23;172;0.069767442
834;2019-01-22;171;0.064327485
835;2019-01-21;181;0.066298343
836;2019-01-20;182;0.065934066
837;2019-01-19;179;0.061452514
838;2019-01-18;187;0.053475936
839;2019-01-17;188;0.063829787
840;2019-01-16;184;0.054347826
841;2019-01-15;180;0.055555556
842;2019-01-14;183;0.06010929
843;2019-01-13;172;0.058139535
844;2019-01-12;176;0.056818182
845;2019-01-11;171;0.070175439
846;2019-01-10;181;0.055248619
847;2019-01-09;188;0.058510638
848;2019-01-08;178;0.061797753
849;2019-01-07;171;0.064327485
850;2019-01-06;182;0.054945055
851;2019-01-05;177;0.056497175
852;2019-01-04;179;0.055865922
853;2019-01-03;183;0.06010929
854;2019-01-02;180;0.055555556
855;2019-01-01;172;0.063953488
856;2018-12-31;178;0.06741573
857;2018-12-30;182;0.06043956
858;2018-12-29;173;0.057803468
859;2018-12-28;179;0.067039106
860;2018-12-27;171;0.058479532
861;2018-12-26;185;0.059459459
862;2018-12-25;179;0.067039106
863;2018-12-24;187;0.064171123
864;2018-12-23;173;0.069364162
865;2018-12-22;170;0.070588235
866;2018-12-21;183;0.06010929
867;2018-12-20;172;0.063953488
868;2018-12-19;182;0.06043956
869;2018-12-18;180;0.066666667
870;2018-12-17;182;0.054945055
871;2018-12-16;170;0.064705882
872;2018-12-15;182;0.06043956
873;2018-12-14;175;0.068571429
874;2018-12-13;183;0.054644809
875;2018-12-12;175;0.057142857
876;2018-12-11;188;0.053191489
877;2018-12-10;175;0.057142857
878;2018-12-09;181;0.066298343
879;2018-12-08;186;0.053763441
880;2018-12-07;182;0.054945055
881;2018-12-06;178;0.061797753
882;2018-12-05;188;0.053191489
883;2018-12-04;174;0.068965517
884;2018-12-03;187;0.064171123
885;2018-12-02;175;0.062857143
886;2018-12-01;176;0.068181818
887;2018-11-30;173;0.069364162
888;2018-11-29;187;0.053475936
889;2018-11-28;179;0.061452514
890;2018-11-27;181;0.055248619
891;2018-11-26;184;0.059782609
892;2018-11-25;180;0.066666667
893;2018-11-24;176;0.068181818
894;2018-11-23;188;0.053191489
895;2018-11-22;175;0.057142857
896;2018-11-21;171;0.070175439
897;2018-11-20;171;0.070175439
898;2018-11-19;170;0.064705882
899;2018-11-18;180;0.055555556
900;2018-11-17;174;0.068965517
901;2018-11-16;181;0.060773481
902;2018-11-15;180;0.061111111
903;2018-11-14;171;0.070175439
904;2018-11-13;188;0.053191489
905;2018-11-12;183;0.06557377
906;2018-11-11;172;0.058139535
907;2018-11-10;189;0.063492063
908;2018-11-09;181;0.066298343
909;2018-11-08;180;0.066666667
910;2018-11-07;172;0.063953488
911;2018-11-06;181;0.060773481
912;2018-11-05;171;0.058479532
913;2018-11-04;177;0.06779661
914;2018-11-03;181;0.066298343
915;2018-11-02;189;0.063492063
916;2018-11-01;175;0.062857143
917;2018-10-31;189;0.058201058
918;2018-10-30;173;0.069364162
919;2018-10-29;181;0.060773481
920;2018-10-28;176;0.068181818
921;2018-10-27;188;0.058510638
922;2018-10-26;179;0.061452514
923;2018-10-25;171;0.064327485
924;2018-10-24;182;0.06043956
925;2018-10-23;183;0.054644809
926;2018-10-22;179;0.055865922
927;2018-10-21;175;0.068571429
928;2018-10-20;187;0.053475936
929;2018-10-19;172;0.069767442
930;2018-10-18;170;0.070588235
931;2018-10-17;172;0.069767442
932;2018-10-16;177;0.06779661
933;2018-10-15;186;0.059139785
934;2018-10-14;179;0.055865922
935;2018-10-13;185;0.059459459
936;2018-10-12;179;0.061452514
937;2018-10-11;186;0.064516129
938;2018-10-10;189;0.058201058
939;2018-10-09;181;0.060773481
940;2018-10-08;171;0.064327485
941;2018-10-07;174;0.057471264
942;2018-10-06;173;0.057803468
943;2018-10-05;184;0.065217391
944;2018-10-04;186;0.064516129
945;2018-10-03;177;0.056497175
946;2018-10-02;188;0.053191489
947;2018-10-01;189;0.052910053
948;2018-09-30;188;0.058510638
949;2018-09-29;180;0.066666667
950;2018-09-28;181;0.055248619
951;2018-09-27;186;0.053763441
952;2018-09-26;175;0.062857143
953;2018-09-25;175;0.057142857
954;2018-09-24;188;0.063829787
955;2018-09-23;180;0.055555556
956;2018-09-22;176;0.068181818
957;2018-09-21;180;0.055555556
958;2018-09-20;179;0.067039106
959;2018-09-19;180;0.055555556
960;2018-09-18;173;0.057803468
961;2018-09-17;178;0.061797753
962;2018-09-16;178;0.06741573
963;2018-09-15;178;0.061797753
964;2018-09-14;176;0.068181818
965;2018-09-13;173;0.057803468
966;2018-09-12;172;0.058139535
967;2018-09-11;186;0.053763441
968;2018-09-10;177;0.056497175
969;2018-09-09;171;0.064327485
970;2018-09-08;186;0.064516129
971;2018-09-07;171;0.058479532
972;2018-09-06;176;0.0625
973;2018-09-05;179;0.061452514
974;2018-09-04;185;0.064864865
975;2018-09-03;181;0.055248619
976;2018-09-02;178;0.06741573
977;2018-09-01;187;0.053475936
978;2018-08-31;184;0.054347826
979;2018-08-30;183;0.06557377
980;2018-08-29;185;0.059459459
981;2018-08-28;186;0.059139785
982;2018-08-27;172;0.058139535
983;2018-08-26;171;0.058479532
984;2018-08-25;170;0.070588235
985;2018-08-24;179;0.061452514
986;2018-08-23;173;0.057803468
987;2018-08-22;178;0.06741573
988;2018-08-21;182;0.06043956
989;2018-08-20;175;0.062857143
990;2018-08-19;182;0.06043956
991;2018-08-18;178;0.056179775
992;2018-08-17;189;0.058201058
993;2018-08-16;171;0.064327485
994;2018-08-15;183;0.054644809
995;2018-08-14;182;0.054945055
996;2018-08-13;177;0.056497175
997;2018-08-12;185;0.054054054
998;2018-08-11;185;0.054054054
999;2018-08-10;179;0.055865922
1000;2018-08-09;175;0.068571429
