id;Date;PAX;Coefficient
822;2019-02-03;185;0.07027027
823;2019-02-02;171;0.070175439
824;2019-02-01;175;0.074285714
825;2019-01-31;187;0.07486631
826;2019-01-30;176;0.073863636
827;2019-01-29;178;0.078651685
828;2019-01-28;172;0.075581395
829;2019-01-27;183;0.071038251
830;2019-01-26;185;0.07027027
831;2019-01-25;173;0.075144509
832;2019-01-24;175;0.074285714
833;2019-01-23;172;0.075581395
834;2019-01-22;171;0.076023392
835;2019-01-21;181;0.071823204
836;2019-01-20;182;0.071428571
837;2019-01-19;179;0.072625698
838;2019-01-18;187;0.069518717
839;2019-01-17;188;0.074468085
840;2019-01-16;184;0.076086957
841;2019-01-15;180;0.072222222
842;2019-01-14;183;0.076502732
843;2019-01-13;172;0.075581395
844;2019-01-12;176;0.073863636
845;2019-01-11;171;0.070175439
846;2019-01-10;181;0.077348066
847;2019-01-09;188;0.069148936
848;2019-01-08;178;0.078651685
849;2019-01-07;171;0.070175439
850;2019-01-06;182;0.071428571
851;2019-01-05;177;0.079096045
852;2019-01-04;179;0.072625698
853;2019-01-03;183;0.071038251
854;2019-01-02;180;0.072222222
855;2019-01-01;172;0.075581395
856;2018-12-31;178;0.073033708
857;2018-12-30;182;0.071428571
858;2018-12-29;173;0.075144509
859;2018-12-28;179;0.078212291
860;2018-12-27;171;0.076023392
861;2018-12-26;185;0.07027027
862;2018-12-25;179;0.078212291
863;2018-12-24;187;0.069518717
864;2018-12-23;173;0.075144509
865;2018-12-22;170;0.070588235
866;2018-12-21;183;0.076502732
867;2018-12-20;172;0.069767442
868;2018-12-19;182;0.071428571
869;2018-12-18;180;0.072222222
870;2018-12-17;182;0.071428571
871;2018-12-16;170;0.076470588
872;2018-12-15;182;0.071428571
873;2018-12-14;175;0.074285714
874;2018-12-13;183;0.071038251
875;2018-12-12;175;0.074285714
876;2018-12-11;188;0.069148936
877;2018-12-10;175;0.074285714
878;2018-12-09;181;0.071823204
879;2018-12-08;186;0.075268817
880;2018-12-07;182;0.071428571
881;2018-12-06;178;0.073033708
882;2018-12-05;188;0.074468085
883;2018-12-04;174;0.074712644
884;2018-12-03;187;0.069518717
885;2018-12-02;175;0.074285714
886;2018-12-01;176;0.073863636
887;2018-11-30;173;0.075144509
888;2018-11-29;187;0.069518717
889;2018-11-28;179;0.078212291
890;2018-11-27;181;0.077348066
891;2018-11-26;184;0.070652174
892;2018-11-25;180;0.072222222
893;2018-11-24;176;0.073863636
894;2018-11-23;188;0.069148936
895;2018-11-22;175;0.074285714
896;2018-11-21;171;0.076023392
897;2018-11-20;171;0.076023392
898;2018-11-19;170;0.076470588
899;2018-11-18;180;0.072222222
900;2018-11-17;174;0.074712644
901;2018-11-16;181;0.077348066
902;2018-11-15;180;0.072222222
903;2018-11-14;171;0.070175439
904;2018-11-13;188;0.074468085
905;2018-11-12;183;0.071038251
906;2018-11-11;172;0.069767442
907;2018-11-10;189;0.079365079
908;2018-11-09;181;0.071823204
909;2018-11-08;180;0.072222222
910;2018-11-07;172;0.075581395
911;2018-11-06;181;0.071823204
912;2018-11-05;171;0.070175439
913;2018-11-04;177;0.073446328
914;2018-11-03;181;0.071823204
915;2018-11-02;189;0.074074074
916;2018-11-01;175;0.074285714
917;2018-10-31;189;0.079365079
918;2018-10-30;173;0.069364162
919;2018-10-29;181;0.077348066
920;2018-10-28;176;0.079545455
921;2018-10-27;188;0.069148936
922;2018-10-26;179;0.078212291
923;2018-10-25;171;0.070175439
924;2018-10-24;182;0.071428571
925;2018-10-23;183;0.076502732
926;2018-10-22;179;0.072625698
927;2018-10-21;175;0.074285714
928;2018-10-20;187;0.069518717
929;2018-10-19;172;0.069767442
930;2018-10-18;170;0.076470588
931;2018-10-17;172;0.069767442
932;2018-10-16;177;0.079096045
933;2018-10-15;186;0.069892473
934;2018-10-14;179;0.072625698
935;2018-10-13;185;0.07027027
936;2018-10-12;179;0.072625698
937;2018-10-11;186;0.075268817
938;2018-10-10;189;0.079365079
939;2018-10-09;181;0.071823204
940;2018-10-08;171;0.070175439
941;2018-10-07;174;0.074712644
942;2018-10-06;173;0.069364162
943;2018-10-05;184;0.076086957
944;2018-10-04;186;0.069892473
945;2018-10-03;177;0.079096045
946;2018-10-02;188;0.074468085
947;2018-10-01;189;0.074074074
948;2018-09-30;188;0.074468085
949;2018-09-29;180;0.072222222
950;2018-09-28;181;0.071823204
951;2018-09-27;186;0.069892473
952;2018-09-26;175;0.074285714
953;2018-09-25;175;0.074285714
954;2018-09-24;188;0.069148936
955;2018-09-23;180;0.072222222
956;2018-09-22;176;0.079545455
957;2018-09-21;180;0.077777778
958;2018-09-20;179;0.072625698
959;2018-09-19;180;0.072222222
960;2018-09-18;173;0.075144509
961;2018-09-17;178;0.078651685
962;2018-09-16;178;0.078651685
963;2018-09-15;178;0.078651685
964;2018-09-14;176;0.073863636
965;2018-09-13;173;0.069364162
966;2018-09-12;172;0.075581395
967;2018-09-11;186;0.075268817
968;2018-09-10;177;0.073446328
969;2018-09-09;171;0.070175439
970;2018-09-08;186;0.069892473
971;2018-09-07;171;0.076023392
972;2018-09-06;176;0.079545455
973;2018-09-05;179;0.072625698
974;2018-09-04;185;0.075675676
975;2018-09-03;181;0.071823204
976;2018-09-02;178;0.078651685
977;2018-09-01;187;0.069518717
978;2018-08-31;184;0.076086957
979;2018-08-30;183;0.071038251
980;2018-08-29;185;0.075675676
981;2018-08-28;186;0.075268817
982;2018-08-27;172;0.069767442
983;2018-08-26;171;0.070175439
984;2018-08-25;170;0.076470588
985;2018-08-24;179;0.072625698
986;2018-08-23;173;0.075144509
987;2018-08-22;178;0.078651685
988;2018-08-21;182;0.076923077
989;2018-08-20;175;0.074285714
990;2018-08-19;182;0.071428571
991;2018-08-18;178;0.073033708
992;2018-08-17;189;0.074074074
993;2018-08-16;171;0.076023392
994;2018-08-15;183;0.076502732
995;2018-08-14;182;0.071428571
996;2018-08-13;177;0.079096045
997;2018-08-12;185;0.07027027
998;2018-08-11;185;0.075675676
999;2018-08-10;179;0.072625698
1000;2018-08-09;175;0.074285714
